EquableClassID,Plan_FullName,Group,Years of Service,Annual Rate,Wage Inflation
44010162,Texas County & District Retirement System,All Members,35,0.006,0.0325
44010162,Texas County & District Retirement System,All Members,36,0.006,0.0325
44010162,Texas County & District Retirement System,All Members,37,0.006,0.0325
44010162,Texas County & District Retirement System,All Members,38,0.006,0.0325
44010162,Texas County & District Retirement System,All Members,39,0.006,0.0325
44010162,Texas County & District Retirement System,All Members,40,0.006,0.0325
44010162,Texas County & District Retirement System,All Members,41,0.006,0.0325
44010162,Texas County & District Retirement System,All Members,42,0.006,0.0325
44010162,Texas County & District Retirement System,All Members,43,0.006,0.0325
44010162,Texas County & District Retirement System,All Members,44,0.006,0.0325
44010162,Texas County & District Retirement System,All Members,45,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,0,0.05,0.0325
44010261,Texas County & District Retirement System,All Members,1,0.0425,0.0325
44010261,Texas County & District Retirement System,All Members,2,0.0385,0.0325
44010261,Texas County & District Retirement System,All Members,3,0.035,0.0325
44010261,Texas County & District Retirement System,All Members,4,0.0315,0.0325
44010261,Texas County & District Retirement System,All Members,5,0.029,0.0325
44010261,Texas County & District Retirement System,All Members,6,0.0265,0.0325
44010261,Texas County & District Retirement System,All Members,7,0.0245,0.0325
44010261,Texas County & District Retirement System,All Members,8,0.023,0.0325
44010261,Texas County & District Retirement System,All Members,9,0.0215,0.0325
44010261,Texas County & District Retirement System,All Members,10,0.02,0.0325
44010261,Texas County & District Retirement System,All Members,11,0.019,0.0325
44010261,Texas County & District Retirement System,All Members,12,0.018,0.0325
44010261,Texas County & District Retirement System,All Members,13,0.017,0.0325
44010261,Texas County & District Retirement System,All Members,14,0.016,0.0325
44010261,Texas County & District Retirement System,All Members,15,0.015,0.0325
44010261,Texas County & District Retirement System,All Members,16,0.014,0.0325
44010261,Texas County & District Retirement System,All Members,17,0.013,0.0325
44010261,Texas County & District Retirement System,All Members,18,0.0123,0.0325
44010261,Texas County & District Retirement System,All Members,19,0.0115,0.0325
44010261,Texas County & District Retirement System,All Members,20,0.011,0.0325
44010261,Texas County & District Retirement System,All Members,21,0.0105,0.0325
44010261,Texas County & District Retirement System,All Members,22,0.01,0.0325
44010261,Texas County & District Retirement System,All Members,23,0.0095,0.0325
44010261,Texas County & District Retirement System,All Members,24,0.009,0.0325
44010261,Texas County & District Retirement System,All Members,25,0.0085,0.0325
44010261,Texas County & District Retirement System,All Members,26,0.008,0.0325
44010261,Texas County & District Retirement System,All Members,27,0.0075,0.0325
44010261,Texas County & District Retirement System,All Members,28,0.007,0.0325
44010261,Texas County & District Retirement System,All Members,29,0.0065,0.0325
44010261,Texas County & District Retirement System,All Members,30,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,31,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,32,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,33,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,34,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,35,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,36,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,37,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,38,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,39,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,40,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,41,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,42,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,43,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,44,0.006,0.0325
44010261,Texas County & District Retirement System,All Members,45,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,0,0.05,0.0325
44010262,Texas County & District Retirement System,All Members,1,0.0425,0.0325
44010262,Texas County & District Retirement System,All Members,2,0.0385,0.0325
44010262,Texas County & District Retirement System,All Members,3,0.035,0.0325
44010262,Texas County & District Retirement System,All Members,4,0.0315,0.0325
44010262,Texas County & District Retirement System,All Members,5,0.029,0.0325
44010262,Texas County & District Retirement System,All Members,6,0.0265,0.0325
44010262,Texas County & District Retirement System,All Members,7,0.0245,0.0325
44010262,Texas County & District Retirement System,All Members,8,0.023,0.0325
44010262,Texas County & District Retirement System,All Members,9,0.0215,0.0325
44010262,Texas County & District Retirement System,All Members,10,0.02,0.0325
44010262,Texas County & District Retirement System,All Members,11,0.019,0.0325
44010262,Texas County & District Retirement System,All Members,12,0.018,0.0325
44010262,Texas County & District Retirement System,All Members,13,0.017,0.0325
44010262,Texas County & District Retirement System,All Members,14,0.016,0.0325
44010262,Texas County & District Retirement System,All Members,15,0.015,0.0325
44010262,Texas County & District Retirement System,All Members,16,0.014,0.0325
44010262,Texas County & District Retirement System,All Members,17,0.013,0.0325
44010262,Texas County & District Retirement System,All Members,18,0.0123,0.0325
44010262,Texas County & District Retirement System,All Members,19,0.0115,0.0325
44010262,Texas County & District Retirement System,All Members,20,0.011,0.0325
44010262,Texas County & District Retirement System,All Members,21,0.0105,0.0325
44010262,Texas County & District Retirement System,All Members,22,0.01,0.0325
44010262,Texas County & District Retirement System,All Members,23,0.0095,0.0325
44010262,Texas County & District Retirement System,All Members,24,0.009,0.0325
44010262,Texas County & District Retirement System,All Members,25,0.0085,0.0325
44010262,Texas County & District Retirement System,All Members,26,0.008,0.0325
44010262,Texas County & District Retirement System,All Members,27,0.0075,0.0325
44010262,Texas County & District Retirement System,All Members,28,0.007,0.0325
44010262,Texas County & District Retirement System,All Members,29,0.0065,0.0325
44010262,Texas County & District Retirement System,All Members,30,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,31,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,32,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,33,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,34,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,35,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,36,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,37,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,38,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,39,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,40,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,41,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,42,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,43,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,44,0.006,0.0325
44010262,Texas County & District Retirement System,All Members,45,0.006,0.0325
44020100,Texas Employees Retirement Fund,Regular State Employees,0,0.064,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,1,0.0525,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,2,0.0475,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,3,0.0475,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,4,0.0475,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,5,0.03,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,6,0.03,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,7,0.03,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,8,0.03,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,9,0.03,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,10,0.025,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,11,0.025,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,12,0.025,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,13,0.025,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,14,0.025,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,15,0.019,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,16,0.019,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,17,0.019,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,18,0.019,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,19,0.019,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,20,0.017,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,21,0.017,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,22,0.017,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,23,0.017,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,24,0.017,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,25,0.016,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,26,0.016,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,27,0.016,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,28,0.016,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,29,0.016,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,30,0.015,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,31,0.015,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,32,0.015,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,33,0.015,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,34,0.015,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,35,0.013,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,36,0.013,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,37,0.013,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,38,0.013,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,39,0.013,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,40,0.013,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,41,0.013,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,42,0.013,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,43,0.013,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,44,0.013,0.025
44020100,Texas Employees Retirement Fund,Regular State Employees,45,0.013,0.025
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,0,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,1,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,2,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,3,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,4,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,5,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,6,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,7,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,8,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,9,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,10,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,11,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,12,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,13,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,14,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,15,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,16,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,17,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,18,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,19,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,20,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,21,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,22,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,23,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,24,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,25,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,26,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,27,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,28,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,29,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,30,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,31,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,32,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,33,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,34,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,35,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,36,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,37,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,38,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,39,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,40,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,41,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,42,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,43,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,44,0,0
44020200,Texas Employees Retirement Fund,Elected Class: Legislators,45,0,0
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,0,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,1,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,2,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,3,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,4,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,5,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,6,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,7,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,8,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,9,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,10,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,11,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,12,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,13,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,14,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,15,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,16,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,17,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,18,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,19,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,20,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,21,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,22,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,23,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,24,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,25,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,26,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,27,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,28,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,29,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,30,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,31,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,32,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,33,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,34,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,35,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,36,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,37,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,38,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,39,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,40,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,41,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,42,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,43,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,44,0.025,0.025
44020300,Texas Employees Retirement Fund,Elected Class: Other than Legislators and District Attorneys,45,0.025,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,1,0.05,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,2,0.035,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,3,0.035,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,4,0.035,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,5,0.025,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,6,0.025,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,7,0.025,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,8,0.025,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,9,0.0225,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,10,0.0225,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,11,0.0225,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,12,0.0225,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,13,0.0225,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,14,0.0225,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,15,0.0225,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,16,0.0225,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,17,0.0225,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,18,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,19,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,20,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,21,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,22,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,23,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,24,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,25,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,26,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,27,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,28,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,29,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,30,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,31,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,32,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,33,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,34,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,35,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,36,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,37,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,38,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,39,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,40,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,41,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,42,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,43,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,44,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,45,0.02,0.025
44020400,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,Law Enforcement & Custodial Officers,0,0.07,0.025
44030161,Texas Municipal Retirement System,Other,0,0.115,0.025
44030161,Texas Municipal Retirement System,Other,1,0.115,0.025
44030161,Texas Municipal Retirement System,Other,2,0.0725,0.025
44030161,Texas Municipal Retirement System,Other,3,0.0675,0.025
44030161,Texas Municipal Retirement System,Other,4,0.0625,0.025
44030161,Texas Municipal Retirement System,Other,5,0.06,0.025
44030161,Texas Municipal Retirement System,Other,6,0.0575,0.025
44030161,Texas Municipal Retirement System,Other,7,0.055,0.025
44030161,Texas Municipal Retirement System,Other,8,0.0525,0.025
44030161,Texas Municipal Retirement System,Other,9,0.05,0.025
44030161,Texas Municipal Retirement System,Other,10,0.0475,0.025
44030161,Texas Municipal Retirement System,Other,11,0.045,0.025
44030161,Texas Municipal Retirement System,Other,12,0.045,0.025
44030161,Texas Municipal Retirement System,Other,13,0.0425,0.025
44030161,Texas Municipal Retirement System,Other,14,0.0425,0.025
44030161,Texas Municipal Retirement System,Other,15,0.0425,0.025
44030161,Texas Municipal Retirement System,Other,16,0.04,0.025
44030161,Texas Municipal Retirement System,Other,17,0.04,0.025
44030161,Texas Municipal Retirement System,Other,18,0.04,0.025
44030161,Texas Municipal Retirement System,Other,19,0.04,0.025
44030161,Texas Municipal Retirement System,Other,20,0.04,0.025
44030161,Texas Municipal Retirement System,Other,21,0.0375,0.025
44030161,Texas Municipal Retirement System,Other,22,0.0375,0.025
44030161,Texas Municipal Retirement System,Other,23,0.0375,0.025
44030161,Texas Municipal Retirement System,Other,24,0.0375,0.025
44030161,Texas Municipal Retirement System,Other,25,0.035,0.025
44030161,Texas Municipal Retirement System,Other,26,0.035,0.025
44030161,Texas Municipal Retirement System,Other,27,0.035,0.025
44030161,Texas Municipal Retirement System,Other,28,0.035,0.025
44030161,Texas Municipal Retirement System,Other,29,0.035,0.025
44030161,Texas Municipal Retirement System,Other,30,0.035,0.025
44030161,Texas Municipal Retirement System,Other,31,0.035,0.025
44030161,Texas Municipal Retirement System,Other,32,0.035,0.025
44030161,Texas Municipal Retirement System,Other,33,0.035,0.025
44030161,Texas Municipal Retirement System,Other,34,0.035,0.025
44030161,Texas Municipal Retirement System,Other,35,0.035,0.025
44030161,Texas Municipal Retirement System,Other,36,0.035,0.025
44030161,Texas Municipal Retirement System,Other,37,0.035,0.025
44030161,Texas Municipal Retirement System,Other,38,0.035,0.025
44030161,Texas Municipal Retirement System,Other,39,0.035,0.025
44030161,Texas Municipal Retirement System,Other,40,0.035,0.025
44030161,Texas Municipal Retirement System,Other,41,0.035,0.025
44030161,Texas Municipal Retirement System,Other,42,0.035,0.025
44030161,Texas Municipal Retirement System,Other,43,0.035,0.025
44030161,Texas Municipal Retirement System,Other,44,0.035,0.025
44030161,Texas Municipal Retirement System,Other,45,0.035,0.025
44030162,Texas Municipal Retirement System,Other,0,0.115,0.025
44030162,Texas Municipal Retirement System,Other,1,0.115,0.025
44030162,Texas Municipal Retirement System,Other,2,0.0725,0.025
44030162,Texas Municipal Retirement System,Other,3,0.0675,0.025
44030162,Texas Municipal Retirement System,Other,4,0.0625,0.025
44030162,Texas Municipal Retirement System,Other,5,0.06,0.025
44030162,Texas Municipal Retirement System,Other,6,0.0575,0.025
44030162,Texas Municipal Retirement System,Other,7,0.055,0.025
44030162,Texas Municipal Retirement System,Other,8,0.0525,0.025
44030162,Texas Municipal Retirement System,Other,9,0.05,0.025
44030162,Texas Municipal Retirement System,Other,10,0.0475,0.025
44030162,Texas Municipal Retirement System,Other,11,0.045,0.025
44030162,Texas Municipal Retirement System,Other,12,0.045,0.025
44030162,Texas Municipal Retirement System,Other,13,0.0425,0.025
44030162,Texas Municipal Retirement System,Other,14,0.0425,0.025
44030162,Texas Municipal Retirement System,Other,15,0.0425,0.025
44030162,Texas Municipal Retirement System,Other,16,0.04,0.025
44030162,Texas Municipal Retirement System,Other,17,0.04,0.025
44030162,Texas Municipal Retirement System,Other,18,0.04,0.025
44030162,Texas Municipal Retirement System,Other,19,0.04,0.025
44030162,Texas Municipal Retirement System,Other,20,0.04,0.025
44030162,Texas Municipal Retirement System,Other,21,0.0375,0.025
44030162,Texas Municipal Retirement System,Other,22,0.0375,0.025
44030162,Texas Municipal Retirement System,Other,23,0.0375,0.025
44030162,Texas Municipal Retirement System,Other,24,0.0375,0.025
44030162,Texas Municipal Retirement System,Other,25,0.035,0.025
44030162,Texas Municipal Retirement System,Other,26,0.035,0.025
44030162,Texas Municipal Retirement System,Other,27,0.035,0.025
44030162,Texas Municipal Retirement System,Other,28,0.035,0.025
44030162,Texas Municipal Retirement System,Other,29,0.035,0.025
44030162,Texas Municipal Retirement System,Other,30,0.035,0.025
44030162,Texas Municipal Retirement System,Other,31,0.035,0.025
44030162,Texas Municipal Retirement System,Other,32,0.035,0.025
