EquableClassID,State,Retirement System Name,Plan_Name,Occupation,Occupation_Categories,Class_Name,Tier_HireDates,Plan_Type ,"DB COLA, Amount Provisions","DB COLA, Accumulation Provision (Simple = 0, Compounding = 1)","DB COLA, Policy Provisions",COLA_Amount,"DB COLA, Distribution Provision (Automatic, Ad Hoc, Specially Funded Account, No Provision)","Risk-Sharing Tool Related to Benefits (No = 0, Yes = 1)",Risk-Sharing Tool Details,Social Security Coverage,"Choice Structure (Mandatory = 0, Opt-Out = 1, Opt-In = 2)",Choices Available (by Plan ID),"DC Default into Target Date Funds or Target Retirement Funds (Depends on Provider = 0, Yes = 1, No = 2)",GR Crediting/Interest Rate,FAS Benefit Supplement Binary,Legacy_Plan,Municipal_Plan,Annuity_Access
208,Nevada,Nevada Public Employees Retirement System - Regular Employees,Public Employees’ Retirement System of Nevada - Regular Subfund,,,NV PERS Teachers Pre-2010,"hired on or after July 1, 2011 and before January 1, 2010",FAS,,,,,,,,,,,,,,1,0,
209,Nevada,Nevada Public Employees Retirement System - Police Officer and Firefighter,Public Employees’ Retirement System of Nevada - Police and Firefighters Subfund,,,NV PERS Police & Fire Pre-2010,"hired on or after July 1, 2011 and before January 1, 2010",FAS,,,,,,,,,,,,,,1,0,
210,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS General Pre-2011,"hired on or after July 1, 2009 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
211,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS Teachers Pre-2011,"hired on or after July 1, 2009 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
212,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS Police Class Pre-2011,"hired on or after July 1, 2009 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
213,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS Fire Class Pre-2011,"hired on or after July 1, 2009 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
214,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS General Pre-2009,"hired on or after January 1, 2002 and before July 1, 2009",FAS,,,,,,,,,,,,,,1,0,
215,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS Teachers Pre-2009,"hired on or after January 1, 2002 and before July 1, 2009",FAS,,,,,,,,,,,,,,1,0,
216,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS Police Class Pre-2009,"hired on or after January 1, 2002 and before July 1, 2009",FAS,,,,,,,,,,,,,,1,0,
217,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS Fire Class Pre-2009,"hired on or after January 1, 2002 and before July 1, 2009",FAS,,,,,,,,,,,,,,1,0,
218,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS General Pre-2002,"hired before January 1, 2002",FAS,,,,,,,,,,,,,,1,0,
219,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS Teachers Pre-2002,"hired before January 1, 2002",FAS,,,,,,,,,,,,,,1,0,
220,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS Police Class Pre-2002,"hired before January 1, 2002",FAS,,,,,,,,,,,,,,1,0,
221,New Hampshire,New Hampshire Retirement System,New Hampshire Retirement System,,,NH RS Fire Class Pre-2002,"hired before January 1, 2002",FAS,,,,,,,,,,,,,,1,0,
222,New Jersey,New Jersey Public Employees’ Retirement System,New Jersey Public Employees' Retirement System - State Plan,,,NJ PERS State Division Pre-2011,"hired on or after May 22, 2010 and before June 28, 2011",FAS,,,,,,,,,,,,,,1,0,
223,New Jersey,New Jersey Public Employees’ Retirement System,New Jersey Public Employees' Retirement System - Local Plan,,,NJ PERS Local Division Pre-2011,"hired on or after May 22, 2010 and before June 28, 2011",FAS,,,,,,,,,,,,,,1,0,
224,New Jersey,New Jersey Public Employees’ Retirement System,New Jersey Public Employees' Retirement System - State Plan,,,NJ PERS State Division Pre-2010,"hired on or after November 2, 2008 and before May 22, 2010",FAS,,,,,,,,,,,,,,1,0,
225,New Jersey,New Jersey Public Employees’ Retirement System,New Jersey Public Employees' Retirement System - Local Plan,,,NJ PERS Local Division Pre-2010,"hired on or after November 2, 2008 and before May 22, 2010",FAS,,,,,,,,,,,,,,1,0,
226,New Jersey,New Jersey Public Employees’ Retirement System,New Jersey Public Employees' Retirement System - State Plan,,,NJ PERS State Division Pre-2008,"hired on or after July 1, 2007 and before November 2, 2008",FAS,,,,,,,,,,,,,,1,0,
227,New Jersey,New Jersey Public Employees’ Retirement System,New Jersey Public Employees' Retirement System - Local Plan,,,NJ PERS Local Division Pre-2008,"hired on or after July 1, 2007 and before November 2, 2008",FAS,,,,,,,,,,,,,,1,0,
228,New Jersey,New Jersey Public Employees’ Retirement System,New Jersey Public Employees' Retirement System - State Plan,,,NJ PERS State Division Pre-2007,"hired before July 1, 2007",FAS,,,,,,,,,,,,,,1,0,
229,New Jersey,New Jersey Public Employees’ Retirement System,New Jersey Public Employees' Retirement System - Local Plan,,,NJ PERS Local Division Pre-2007,"hired before July 1, 2007",FAS,,,,,,,,,,,,,,1,0,
230,New Jersey,New Jersey Police & Fire Retirement System,New Jersey Police & Firemen’s Retirement System - State Division,,,NJ PFRS State Division Pre-2011,"hired on or after May 21, 2010 and before June 28, 2011",FAS,,,,,,,,,,,,,,1,0,
231,New Jersey,New Jersey Police & Fire Retirement System,New Jersey Police & Firemen’s Retirement System - Local Division,,,NJ PFRS Local Division Pre-2011,"hired on or after May 21, 2010 and before June 28, 2011",FAS,,,,,,,,,,,,,,1,0,
232,New Jersey,New Jersey Police & Fire Retirement System,New Jersey Police & Firemen’s Retirement System - State Division,,,NJ PFRS State Division Pre-2010,"hired on or after January 18, 2000 and before May 21, 2010",FAS,,,,,,,,,,,,,,1,0,
233,New Jersey,New Jersey Police & Fire Retirement System,New Jersey Police & Firemen’s Retirement System - Local Division,,,NJ PFRS Local Division Pre-2010,"hired on or after January 18, 2000 and before May 21, 2010",FAS,,,,,,,,,,,,,,1,0,
234,New Jersey,New Jersey Police & Fire Retirement System,New Jersey Police & Firemen’s Retirement System - State Division,,,NJ PFRS State Division Pre-2000,"hired before January 18, 2000",FAS,,,,,,,,,,,,,,1,0,
235,New Jersey,New Jersey Police & Fire Retirement System,New Jersey Police & Firemen’s Retirement System - Local Division,,,NJ PFRS Local Division Pre-2000,"hired before January 18, 2000",FAS,,,,,,,,,,,,,,1,0,
236,New Jersey,New Jersey Teachers Retirement System,New Jersey Teachers’ Pension & Annuity Fund,,,NJ TPAF Pre-2011,"hired on or after May 22, 2010 and before June 28, 2011",FAS,,,,,,,,,,,,,,1,0,
237,New Jersey,New Jersey Teachers Retirement System,New Jersey Teachers’ Pension & Annuity Fund,,,NJ TPAF Pre-2010,"hired on or after November 2, 2008 and before May 22, 2010",FAS,,,,,,,,,,,,,,1,0,
238,New Jersey,New Jersey Teachers Retirement System,New Jersey Teachers’ Pension & Annuity Fund,,,NJ TPAF Pre-2008,"hired on or after July 1, 2007 and before November 2, 2008",FAS,,,,,,,,,,,,,,1,0,
239,New Jersey,New Jersey Teachers Retirement System,New Jersey Teachers’ Pension & Annuity Fund,,,NJ TPAF Pre-2007,"hired before July 1, 2007",FAS,,,,,,,,,,,,,,1,0,
240,New Jersey,State Police Retirement System of New Jersey,State Police Retirement System of New Jersey,,,NJ SPRS Tier 2 Pre-2010,"hired on or after August 29, 1985 and before May 21, 2010",FAS,,,,,,,,,,,,,,1,0,
241,New Jersey,State Police Retirement System of New Jersey,State Police Retirement System of New Jersey,,,NJ SPRS Tier 2 Pre-1985,"hired before August 29, 1985",FAS,,,,,,,,,,,,,,1,0,
242,New Mexico,New Mexico Education Retirement Board,New Mexico Educational Retirement Board,,,NM ERB Pre-2013,"hired on or after July 1, 2010 and before July 1, 2013",FAS,,,,,,,,,,,,,,1,0,
243,New Mexico,New Mexico Education Retirement Board,New Mexico Educational Retirement Board,,,NM ERB Pre-2010,"hired before July 1, 2010",FAS,,,,,,,,,,,,,,1,0,
244,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA State General Pre-2013,"hired on or after July 1, 2010 and before July 1, 2013",FAS,,,,,,,,,,,,,,1,0,
245,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA Municipal Pre-2013,"hired on or after July 1, 2010 and before July 1, 2013",FAS,,,,,,,,,,,,,,1,0,
246,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA State Police Pre-2013,"hired on or after July 1, 2010 and before July 1, 2013",FAS,,,,,,,,,,,,,,1,0,
247,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA State Corrections Pre-2013,"hired on or after July 1, 2010 and before July 1, 2013",FAS,,,,,,,,,,,,,,1,0,
248,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA Municipal Police Pre-2013,"hired on or after July 1, 2010 and before July 1, 2013",FAS,,,,,,,,,,,,,,1,0,
249,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA Municipal Fire Pre-2013,"hired on or after July 1, 2010 and before July 1, 2013",FAS,,,,,,,,,,,,,,1,0,
250,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA State General Pre-2010,"hired before July 1, 2010",FAS,,,,,,,,,,,,,,1,0,
251,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA Municipal Plan Pre-2010,"hired before July 1, 2010",FAS,,,,,,,,,,,,,,1,0,
252,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA State PolicePre-2010,"hired before July 1, 2010",FAS,,,,,,,,,,,,,,1,0,
253,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA State Corrections Pre-2010,"hired before July 1, 2010",FAS,,,,,,,,,,,,,,1,0,
254,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA Municipal Police Pre-2010,"hired before July 1, 2010",FAS,,,,,,,,,,,,,,1,0,
255,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,,,NM PERA Municipal Fire Pre-2010,"hired before July 1, 2010",FAS,,,,,,,,,,,,,,1,0,
256,New York,New York State & Local - Employees Retirement System,New York State and Local Retirement System - Employees’ Retirement System,,,NY SLRS ERS General Pre-2012,"hired on or after January 1, 2010 and before April 1, 2012",FAS,,,,,,,,,,,,,,1,0,
257,New York,New York State & Local - Police and Fire Retirement System,New York State and Local Retirement System - Police and Fire Retirement System,,,NY SLRS Police & Fire Pre-2012,"hired on or after July 1, 2009 and before April 1, 2012",FAS,,,,,,,,,,,,,,1,0,
258,New York,New York State & Local - Employees Retirement System,New York State and Local Retirement System - Employees’ Retirement System,,,NY SLRS ERS General Pre-2010,"hired on or after July 27, 1976 and before January 1, 2010",FAS,,,,,,,,,,,,,,1,0,
259,New York,New York State & Local - Police and Fire Retirement System,New York State and Local Retirement System - Police and Fire Retirement System,,,NY SLRS Police & Fire Pre-2009,"hired on or after July 27, 1976 and before July 1, 2009",FAS,,,,,,,,,,,,,,1,0,
260,New York,New York State & Local - Employees Retirement System,New York State and Local Retirement System - Employees’ Retirement System,,,NY SLRS ERS General Pre-1973,"hired before July 27, 1976",FAS,,,,,,,,,,,,,,1,0,
261,New York,New York State & Local - Police and Fire Retirement System,New York State and Local Retirement System - Police and Fire Retirement System,,,NY SLRS Police & Fire Pre-1973,"hired before July 27, 1976",FAS,,,,,,,,,,,,,,1,0,
262,New York,New York State Teachers Retirement System,New York State Teachers’ Retirement System,,,NY STRS Pre-2012,"hired on or after January 1, 2010 and before April 1, 2012",FAS,,,,,,,,,,,,,,1,0,
263,New York,New York State Teachers Retirement System,New York State Teachers’ Retirement System,,,NY STRS Pre-2010,"hired on or after July 27, 1976 and before January 1, 2010",FAS,,,,,,,,,,,,,,1,0,
264,North Carolina,North Carolina Teachers and State Employees’ Retirement System,North Carolina Teachers' and State Employees' Retirement System,,,NC TSERS Teachers Pre-2011,"hired before August 1, 2011",FAS,,,,,,,,,,,,,,1,0,
265,North Carolina,North Carolina Teachers and State Employees’ Retirement System,North Carolina Teachers' and State Employees' Retirement System,,,NC TSERS Other Education Pre-2011,"hired before August 1, 2011",FAS,,,,,,,,,,,,,,1,0,
266,North Carolina,North Carolina Teachers and State Employees’ Retirement System,North Carolina Teachers' and State Employees' Retirement System,,,NC TSERS General Pre-2011,"hired before August 1, 2011",FAS,,,,,,,,,,,,,,1,0,
267,North Carolina,North Carolina Teachers and State Employees’ Retirement System,North Carolina Teachers' and State Employees' Retirement System,,,NC TSERS Law Enforcement Pre-2011,"hired before August 1, 2011",FAS,,,,,,,,,,,,,,1,0,
268,North Dakota,North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,,,ND PERS State Tier 1 Pre-2020,"hired before January 1, 2020",FAS,,,,,,,,,,,,,,1,0,
269,North Dakota,North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,,,ND PERS Local Tier 1 Pre-2020,"hired before January 1, 2020",FAS,,,,,,,,,,,,,,1,0,
270,North Dakota,North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,,,ND PERS Public Safety Tier 1 Pre-2020,"hired before January 1, 2020",FAS,,,,,,,,,,,,,,1,0,
271,North Dakota,North Dakota Teachers Retirement System,North Dakota Teachers' Fund for Retirement,,,ND Teachers Pre-2008,"hired before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
272,Ohio,Ohio Police and Fire Pension Fund,Ohio Police and Fire Pension Fund,,,OH PFPF Police & Fire Pre-2013,"hired before July 1, 2013",FAS,,,,,,,,,,,,,,1,0,
273,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees' Retirement System,,,OH PERS Pension State & Local Classes Pre-2013,"retired by January 7, 2013",FAS,,,,,,,,,,,,,,1,0,
274,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees' Retirement System,,,OH PERS Pension State & Local Law Enforcement Pre-2013,"retired by January 7, 2013",FAS,,,,,,,,,,,,,,1,0,
275,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees' Retirement System,,,OH PERS Pension Public Safety Class Pre-2013,"retired by January 7, 2013",FAS,,,,,,,,,,,,,,1,0,
276,Ohio,Ohio State Teachers Retirement System,Ohio State Teachers' Retirement System,,,OH STRS Pension Pre-2015,"retiring before August 1, 2015",FAS,,,,,,,,,,,,,,1,0,
277,Ohio,Ohio State Teachers Retirement System,Ohio State Teachers' Retirement System,,,OH STRS Pension Pre-2017,"retiring on or after August 1, 2015 and before August 1, 2017",FAS,,,,,,,,,,,,,,1,0,
278,Ohio,Ohio State Teachers Retirement System,Ohio State Teachers' Retirement System,,,OH STRS Pension Pre-2021,"retiring on or after August 1, 2017 and before August 1, 2021",FAS,,,,,,,,,,,,,,1,0,
279,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System - Legacy Pension Plan,,,OK PERS Pension Regular Pre-2015,"hired on or after November 1, 2011 and before July 1, 2015",FAS,,,,,,,,,,,,,,1,0,
280,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System - Legacy Pension Plan,,,OK PERS Pension Elected Pre-2015,"hired on or after Novebmer 1, 2011 and before July 1, 2015",FAS,,,,,,,,,,,,,,1,0,
281,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System - Legacy Pension Plan,,,OK PERS Pension Regular Pre-2011,"hired on or after July 1, 1992 and before October 31, 2011",FAS,,,,,,,,,,,,,,1,0,
282,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System - Legacy Pension Plan,,,OK PERS Pension Elected Pre-2011,"hired on or after July 1, 1992 and before October 31, 2011",FAS,,,,,,,,,,,,,,1,0,
283,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System - Legacy Pension Plan,,,OK PERS Pension Regular Pre-1992,"hired before July 1, 1992",FAS,,,,,,,,,,,,,,1,0,
284,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Public Employees Retirement System - Legacy Pension Plan,,,OK PERS Pension Elected Pre-1992,"hired before July 1, 1992",FAS,,,,,,,,,,,,,,1,0,
285,Oklahoma,Oklahoma Teachers Retirement System,Oklahoma Teachers' Retirement System,,,OK TRS Pre-2011,"hired on or after July 1, 1995 and November 1, 2011",FAS,,,,,,,,,,,,,,1,0,
286,Oklahoma,Oklahoma Teachers Retirement System,Oklahoma Teachers' Retirement System,,,OK TRS Pre-1995,"hired on or after July 1, 1992 and July 1, 1995",FAS,,,,,,,,,,,,,,1,0,
287,Oklahoma,Oklahoma Teachers Retirement System,Oklahoma Teachers' Retirement System,,,OK TRS Pre-1992,"hired on or after July 1, 1979 and July 1, 1992",FAS,,,,,,,,,,,,,,1,0,
288,Oklahoma,Oklahoma Teachers Retirement System,Oklahoma Teachers' Retirement System,,,OK TRS Pre-1979,"hired before July 1, 1979",FAS,,,,,,,,,,,,,,1,0,
289,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System - Legacy Pension Plan,,,OR PERS General Pension Tier 2 Pre-2003,"hired on or after January 1, 1996 and before August 29, 2003",Hybrid,,,,,,,,,,,,,,1,0,
290,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System - Legacy Pension Plan,,,OR PERS Police & Fire Pension Tier 2 Pre-2003,"hired on or after January 1, 1996 and before August 29, 2003",Hybrid,,,,,,,,,,,,,,1,0,
291,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System - Legacy Pension Plan,,,OR PERS School District Pension Tier 2 Pre-2003,"hired on or after January 1, 1996 and before August 29, 2003",Hybrid,,,,,,,,,,,,,,1,0,
292,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System - Legacy Pension Plan,,,OR PERS General Pension Tier 1 Pre-1996,"hired before January 1, 1996",FAS,,,,,,,,,,,,,,1,0,
293,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System - Legacy Pension Plan,,,OR PERS Police & Fire Pension Tier 1 Pre-1996,"hired before January 1, 1996",FAS,,,,,,,,,,,,,,1,0,
294,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System - Legacy Pension Plan,,,OR PERS School District Pension Tier 1 Pre-1996,"hired before January 1, 1996",FAS,,,,,,,,,,,,,,1,0,
295,Pennsylvania,Pennsylvania Public School Employees’ Retirement System,Pennsylvania Public School Employees’ Retirement System - Legacy Pension Plan,,,PA PSERS Pension Class T-E Pre-2019,"hired on or after July 1, 2011 and before July 1, 2019",FAS,,,,,,,,,,,,,,1,0,
296,Pennsylvania,Pennsylvania Public School Employees’ Retirement System,Pennsylvania Public School Employees’ Retirement System - Legacy Pension Plan,,,PA PSERS Pension Class T-F Pre-2019,"hired on or after July 1, 2011 and before July 1, 2019",FAS,,,,,,,,,,,,,,1,0,
297,Pennsylvania,Pennsylvania Public School Employees’ Retirement System,Pennsylvania Public School Employees’ Retirement System - Legacy Pension Plan,,,PA PSERS Pension Pre-2011,"hired on or after July 1, 2001 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
298,Pennsylvania,Pennsylvania Public School Employees’ Retirement System,Pennsylvania Public School Employees’ Retirement System - Legacy Pension Plan,,,PA PSERS Pension Pre-2001,"hired before July 1, 2001",FAS,,,,,,,,,,,,,,1,0,
299,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Class A-1,,,PA SERS Pension Class A-1 Pre-2001,"hired before July 1, 2001",FAS,,,,,,,,,,,,,,1,0,
300,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Class A-1,,,PA SERS Pension Class A-1 Pre-2012,"hired on or after July 1, 2001 and before July 1, 2012",FAS,,,,,,,,,,,,,,1,0,
301,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Class A-2,,,PA SERS Pension Class A-2 Pre-2011,"hired on or after July 1, 2001 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
302,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Class A-3,,,PA SERS Pension Class A-3 Pre-2019,"hired on or after July 1, 2001 and before July 1, 2019",FAS,,,,,,,,,,,,,,1,0,
303,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Class A-4,,,PA SERS Pension Class A-4 Pre-2019,"hired on or after July 1, 2001 and before July 1, 2019",FAS,,,,,,,,,,,,,,1,0,
304,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - State Employees,,,RI ERSRI State General Pre-2012,"hired on or after October 1, 2009 and before July 1, 2012",Hybrid,,,,,,,,,,,,,,1,0,
305,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - State Employees,,,RI ERSRI State Correctional Pre-2012,"hired on or after October 1, 2009 and before July 1, 2012",Hybrid,,,,,,,,,,,,,,1,0,
306,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - State Employees,,,RI ERSRI State General Pre-2009,"hired on or after July 1, 1992 and before October 1, 2009 ",FAS,,,,,,,,,,,,,,1,0,
307,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - State Employees,,,RI ERSRI State Correctional Pre-2009,"hired on or after July 1, 1992 and before October 1, 2009 ",FAS,,,,,,,,,,,,,,1,0,
308,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - State Employees,,,RI ERSRI State General Pre-1992,"hired before July 1, 1992",FAS,,,,,,,,,,,,,,1,0,
309,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - State Employees,,,RI ERSRI State Correctional Pre-1992,"hired before July 1, 1992",FAS,,,,,,,,,,,,,,1,0,
310,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - Teachers,,,RI ERSRI Teachers Pre-2012,"hired on or after October 1, 2009 and before July 1, 2012",Hybrid,,,,,,,,,,,,,,1,0,
311,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - Teachers,,,RI ERSRI Teachers Pre-2009,"hired on or after July 1, 1992 and before October 1, 2009 ",FAS,,,,,,,,,,,,,,1,0,
312,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - Teachers,,,RI ERSRI Teachers Pre-1992,"hired before July 1, 1992",FAS,,,,,,,,,,,,,,1,0,
313,Rhode Island,Rhode Island Municipal Employees' Retirement System,Municipal Employees’ Retirement System of Rhode Island,,,RI MERS General Pre-2012,"retired before July 1, 2012",Hybrid,,,,,,,,,,,,,,1,0,
314,Rhode Island,Rhode Island Municipal Employees' Retirement System,Municipal Employees’ Retirement System of Rhode Island,,,RI MERS Police & Fire Pre-2012,"retired before July 1, 2012",Hybrid,,,,,,,,,,,,,,1,0,
315,South Carolina,South Carolina Police Officers’ Retirement System,South Carolina Police Officers' Retirement System,,,SC PORS Pre-2012,"hired before July 1, 2012",FAS,,,,,,,,,,,,,,1,0,
316,South Carolina,South Carolina Retirement System,South Carolina Retirement System,,,SC RS Pension General Pre-2012,"hired before July 1, 2012",FAS,,,,,,,,,,,,,,1,0,
317,South Carolina,South Carolina Retirement System,South Carolina Retirement System,,,SC RS Pension Teachers Pre-2012,"hired before July 1, 2012",FAS,,,,,,,,,,,,,,1,0,
318,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Class A,,,SD RS Pension Plan Teachers Pre-2017,"hired on or after July 1, 2008 and before July 1, 2017",FAS,,,,,,,,,,,,,,1,0,
319,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Class A,,,SD RS Pension  Plan General Pre-2017,"hired on or after July 1, 2008 and before July 1, 2017",FAS,,,,,,,,,,,,,,1,0,
320,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Class A,,,SD RS Pension Plan Public Safety Pre-2017,"hired on or after July 1, 2008 and before July 1, 2017",FAS,,,,,,,,,,,,,,1,0,
321,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Class B,,,SD RS Pension Plan Teachers Pre-2008,"retired before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
322,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Class B,,,SD RS Pension  Plan General Pre-2008,"retired before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
323,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Class B,,,SD RS Pension Plan Public Safety Pre-2008,"retired before July 1, 2008",FAS,,,,,,,,,,,,,,1,0,
324,Tennessee,Tennessee Consolidated Retirement System,Tennessee State and Higher Education Employee Retirement Plan - General Employees,,,TN PERP General Pre-2014,"hired on or after July 1, 1976 and before July 1, 2014",FAS,,,,,,,,,,,,,,1,0,
325,Tennessee,Tennessee Consolidated Retirement System,Tennessee State and Higher Education Employee Retirement Plan - Public Safety Officer Bridge Payments,,,TN PERP Public Safety Pre-2014,"hired on or after July 1, 1976 and before July 1, 2014",FAS,,,,,,,,,,,,,,1,0,
326,Tennessee,Tennessee Consolidated Retirement System,Tennessee State and Higher Education Employee Retirement Plan - State Judges,,,TN PERP Judges Pre-2014,"hired on or after July 1, 1976 and before July 1, 2014",FAS,,,,,,,,,,,,,,1,0,
327,Tennessee,Tennessee Consolidated Retirement System,Tennessee Teacher Legacy Pension Plan,,,TN TLPP Teacger Pension Pre-2014,"hired on or after July 1, 1976 and before July 1, 2014",FAS,,,,,,,,,,,,,,1,0,
328,Texas,Texas Employees Retirement System,Texas Employees Retirement Fund,,,TX ERS General Pre-2009,"hired before September 1, 2009",FAS,,,,,,,,,,,,,,1,0,
329,Texas,Texas Employees Retirement System,Texas Law Enforcement & Custodial Officer Supplemental Retirement Plan,,,TX LECOS Pre-2009,"hired before September 1, 2009",FAS,,,,,,,,,,,,,,1,0,
330,Texas,Texas Teachers Retirement System,Texas Teachers Retirement System,,,TX TRS Pre-2007,"hired on or after September 1, 1980 and before September 1, 2007",FAS,,,,,,,,,,,,,,1,0,
331,Texas,Texas Teachers Retirement System,Texas Teachers Retirement System,,,TX TRS Pre-2005,"hired on or after September 1, 1980 and before September 1, 2005",FAS,,,,,,,,,,,,,,1,0,
332,Utah,Utah Retirement System,Utah Firefighters Retirement System,,,UT RS Firefighters Pre-2011,"hired on or after July 1, 1971 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
333,Utah,Utah Retirement System,Utah Firefighters Retirement System,,,UT RS Firefighters Pre-1971,"hired before July 1, 1971",FAS,,,,,,,,,,,,,,1,0,
334,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System,,,UT RS Local Contributory Pre-2011,"hired on or after July 1, 1971 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
335,Utah,Utah Retirement System,Utah Public Employees Contributory Retirement System,,,UT RS Local Contributory Pre-1971,"hired before July 1, 1971",FAS,,,,,,,,,,,,,,1,0,
336,Utah,Utah Retirement System,Utah Public Safety Retirement System - Contributory,,,UT Public Safety Contributory Pre-1989,"hired before July 1, 1989",FAS,,,,,,,,,,,,,,1,0,
337,Utah,Utah Retirement System,Utah Public Safety Retirement System - Noncontributory,,,UT Public Safety Contributory Pre-2011,"hired on or after July 1, 1989 and before July 1, 2011",FAS,,,,,,,,,,,,,,1,0,
