EquableClassID,State,Retirement System Name,Plan_FullName,Mortality_Category,Class_Name,Plan Type ,ARR,DiscRate,Inflation,FAS_EECont1,FAS_EECont1_YOS,FAS_EECont2,FAS_EECont2_YOS,FAS_Vest,FAS_EMCont,FAS Retirement Eligibility: Normal (Age/Years of Service),FAS_Retire25,FAS_Retire40,FAS_Years,FAS_Multiplier1,FAS_Multiplier1_YOS,FAS_Multiplier2,FAS_Multiplier2_YOS,FAS_Multiplier3,FAS_Multiplier3_YOS,FAS_Multiplier4,FAS_Multiplier4_YOS,FAS_Multiplier5,FAS_Multiplier5_YOS,FAS_Additive_Multipliers,FAS_CompoundCOLA,FAS_COLARate,FAS_CreditingRate,SSA_Enroll,DCGR_EECont,DCGR_EECont1_YOS,DCGR_ERCont1,DCGR_ERCont1_YOS,DCGR_ERCont2,DCGR_ERCont2_YOS,DCGR_ERCont3,DCGR_ERCont3_YOS,DCGR_ERCont4,DCGR_ERCont4_YOS,DCGR_FullVest,DCGR_GradeVest,DCGR_Grade1,DCGR_Grade1_YOS,DCGR_Grade2,DCGR_Grade2_YOS,DCGR_Grade3,DCGR_Grade3_YOS,DCGR_Grade4,DCGR_Grade4_YOS,DCGR_Grade5,DCGR_Grade5_YOS,DCGR_Grade6,DCGR_Grade6_YOS,DCGR_Grade7,DCGR_Grade7_YOS,DCGR_Grade8,DCGR_Grade8_YOS,DCGR_Grade9,DCGR_Grade9_YOS,DCGR_Grade10,DCGR_Grade10_YOS,GR_CreditingRate,FAS_Max_Pensionable_Salary,FAS_Replacement_Cap
32020402,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,Public Safety,NM PERA State Police,FAS,0.0725,0.0725,0.0250,0.10850,99,,,6,0.0456,60/6; Any/25,50,60,5,0.03000,99,,,,,,,,,0,1,0.0200,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.9
32020502,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,Public Safety,NM PERA State Corrections,FAS,0.0725,0.0725,0.0250,0.10850,99,,,6,0.0456,60/6; Any/25,50,60,5,0.03000,99,,,,,,,,,0,1,0.0200,0.0350,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.9
32020602,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,Public Safety,NM PERA Municipal Police,FAS,0.0725,0.0725,0.0250,0.17800,99,,,6,0.0456,60/6; Any/25,50,60,5,0.03000,99,,,,,,,,,0,1,0.0200,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.9
32020702,New Mexico,New Mexico Public Employees Retirement Association,New Mexico Public Employees Retirement Association,Public Safety,NM PERA Municipal Fire,FAS,0.0725,0.0725,0.0250,0.17700,99,,,6,0.0456,60/6; Any/25,50,60,5,0.03000,99,,,,,,,,,0,1,0.0200,0.0350,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.9
33010106,New York,New York State & Local - Employees Retirement System,New York State and Local Retirement System - Employees’ Retirement System,General,NY SLRS ERS General,FAS,0.0700,0.0700,0.0250,0.04750,99,,,10,0.1421,63/10,63,63,5,0.01660,21,0.0175,99,0.0200,99,,,,,1,1,0.0225,0.0500,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
33010206,New York,New York State & Local - Police and Fire Retirement System,New York State and Local Retirement System - Police and Fire Retirement System,Public Safety,NY SLRS Police & Fire,FAS,0.0700,0.0700,0.0250,0.04750,99,,,10,0.229,63/10;  Any/20,45,60,5,0.01660,99,,,,,,,,,0,1,0.0225,0.0500,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
33020106,New York,New York State Teachers Retirement System,New York State Teachers’ Retirement System,Teachers,NY STRS,FAS,0.0710,0.0725,0.0225,0.04875,99,,,10,0.1023,63/10,63,63,5,0.01660,21,0.0200,99,0.0150,99,,,,,1,1,0.0225,0.0500,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
34010100,North Carolina,North Carolina Local Government Employees’ Retirement System,North Carolina Local Government Employees’ Retirement System,General,NC LGERS General,FAS,0.0700,0.0700,0.0300,0.06000,99,,,5,0.053720754,65/5; 60/25; Any/30,55,65,4,0.01850,99,,,,,,,,,0,0,0.0300,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
34010200,North Carolina,North Carolina Local Government Employees’ Retirement System,North Carolina Local Government Employees’ Retirement System,Public Safety,NC LGERS Police,FAS,0.0700,0.0700,0.0300,0.06000,99,,,5,0.053720754,55/5; Any/30,55,55,4,0.01850,99,,,,,,,,,0,0,0.0300,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
34010300,North Carolina,North Carolina Local Government Employees’ Retirement System,North Carolina Local Government Employees’ Retirement System,Public Safety,NC LGERS Fire,FAS,0.0700,0.0700,0.0300,0.06000,99,,,5,0.053720754,55/5; Any/30,55,55,4,0.01850,99,,,,,,,,,0,0,0.0300,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
34020100,North Carolina,North Carolina Teachers and State Employees’ Retirement System,North Carolina Teachers' and State Employees' Retirement System,Teachers,NC TSERS Teachers,FAS,0.0700,0.0700,0.0300,0.06000,99,,,10,0.0448,65/10; 60/25; Any/30,55,65,4,0.01820,99,,,,,,,,,0,0,0.0000,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
34020200,North Carolina,North Carolina Teachers and State Employees’ Retirement System,North Carolina Teachers' and State Employees' Retirement System,General,NC TSERS Other Education,FAS,0.0700,0.0700,0.0300,0.06000,99,,,5,0.0448,65/5; 60/25; Any/30,55,65,4,0.01820,99,,,,,,,,,0,0,0.0000,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
34020300,North Carolina,North Carolina Teachers and State Employees’ Retirement System,North Carolina Teachers' and State Employees' Retirement System,General,NC TSERS General,FAS,0.0700,0.0700,0.0300,0.06000,99,,,5,0.0448,65/5; 60/25; Any/30,55,65,4,0.01820,99,,,,,,,,,0,0,0.0000,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
34020400,North Carolina,North Carolina Teachers and State Employees’ Retirement System,North Carolina Teachers' and State Employees' Retirement System,Public Safety,NC TSERS Law Enforcement,FAS,0.0700,0.0700,0.0300,0.06000,99,,,5,0.0448,55/5; Any/30,55,55,4,0.01820,99,,,,,,,,,0,0,0.0000,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
35010030,North Dakota,North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System Defined Contribution Plan,General,ND PERS DC,DC,0.0775,0.0775,0.0250,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0700,99,0.0826,99,,,,,,,4,1,0.5,3,0.75,4,1,5,,,,,,,,,,,,,,,,230000,99
35010100,North Dakota,North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,General,ND PERS State,FAS,0.0775,0.0775,0.0250,0.07000,99,,,3,0.0417,65/1; Age>60 & Age + YOS = 90,60,65,6,0.01750,99,,,,,,,,,0,0,0.0000,0.0725,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
35010200,North Dakota,North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,General,ND PERS Local,FAS,0.0775,0.0775,0.0250,0.07000,99,,,3,0.0417,65/1; Age>60 & Age + YOS = 90,60,65,6,0.01750,99,,,,,,,,,0,0,0.0000,0.0725,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
35010300,North Dakota,North Dakota Public Employees Retirement System,North Dakota Public Employees Retirement System,Public Safety,ND PERS Public Safety,FAS,0.0775,0.0775,0.0250,0.05500,99,,,3,0.0417,55/3; Age + YOS = 85,55,63,6,0.01750,99,,,,,,,,,0,0,0.0000,0.0725,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35020100,North Dakota,North Dakota Teachers Retirement System,North Dakota Teachers' Fund for Retirement,Teachers,ND TFFR Teachers,FAS,0.0775,0.0775,0.0275,0.09750,99,,,5,0.002,65/5; Age 60 and Age + YOS = 90,60,65,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0725,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
36010100,Ohio,Ohio Police and Fire Pension Fund,Ohio Police and Fire Pension Fund,Public Safety,OH PFPF Police & Fire,FAS,0.0800,0.0800,0.0275,0.12250,99,,,15,0.0531,62/15; 52/25,52,62,3,0.02500,21,0.0200,26,0.0160,34,0.0000,99,,,1,0,0.0225,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,0.72
36020100,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees' Retirement System,General,OH PERS Pension State & Local Classes,FAS,0.0720,0.0720,0.0250,0.09620,99,,,5,0.0404,67/5; 55/32,57,67,5,0.02200,36,0.0250,99,,,,,,,1,0,0.0225,0.0100,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1
36020130,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees Member-Directed Plan,General,OH PERS DC State & Local Classes,DC,0.0720,0.0720,0.0250,,,,,,,Any/55,55,55,,,,,,,,,,,,,,,,No,0.1000,99,0.1400,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,,
36020190,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees Combined Plan,General,OH PERS Hybrid State & Local Classes,Hybrid,0.0720,0.0720,0.0250,0.00000,99,,,5,0.0404,55/32; 67/5,57,67,5,0.01000,36,0.0125,99,,,,,,,1,0,0.0225,0.0100,No,0.0000,99,0.1000,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,230000,1
36020200,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees' Retirement System,Public Safety,OH PERS Pension State & Local Law Enforcement,FAS,0.0720,0.0720,0.0250,0.12000,99,,,15,0.0404,64/15; 52/25,52,64,5,0.02500,26,0.0210,99,,,,,,,1,0,0.0225,0.0100,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1
36020230,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees Member-Directed Plan,Public Safety,OH PERS DC Law Enforcement Class,DC,0.0720,0.0720,0.0250,,,,,,,Any/55,55,55,,,,,,,,,,,,,,,,No,0.1300,99,0.1810,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,,
36020290,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees Combined Plan,Public Safety,OH PERS Hybrid Law Enforcement Class,Hybrid,0.0720,0.0720,0.0250,0.00000,99,,,5,0.0404,55/32; 67/5,57,67,5,0.01000,36,0.0125,99,,,,,,,1,0,0.0225,0.0100,No,0.0000,99,0.1300,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,230000,1
36020330,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees Member-Directed Plan,Public Safety,OH PERS DC  Public Safety Class,DC,0.0720,0.0720,0.0250,,,,,,,Any/55,55,55,,,,,,,,,,,,,,,,No,0.1200,99,0.1810,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,,
36020390,Ohio,Ohio Public Employees Retirement System,Ohio Public Employees Combined Plan,Public Safety,OH PERS Hybrid Public Safety Class,Hybrid,0.0720,0.0720,0.0250,0.00000,99,,,5,0.0404,55/32; 67/5,57,67,5,0.01000,36,0.0125,99,,,,,,,1,0,0.0225,0.0100,No,0.0000,99,0.1200,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,230000,1
36030100,Ohio,Ohio School Employees' Retirement System,Ohio School Employees' Retirement System,Teachers,OH SERS,FAS,0.0750,0.0750,0.0300,0.10000,99,,,10,0,67/10 or 57/30,57,67,3,0.02500,99,,,,,,,,,0,0,0.0188,0.0000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,1
36040100,Ohio,Ohio State Teachers Retirement System,Ohio State Teachers' Retirement System,Teachers,OH STRS Pension,FAS,0.0745,0.0745,0.0250,0.14000,99,,,5,0,65/5; 60/35; Any/30,55,65,5,0.02200,99,,,,,,,,,0,0,0.0188,0.0350,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
36040130,Ohio,Ohio State Teachers Retirement System,Ohio Teachers Defined Contribution Plan,Teachers,OH STRS DC,DC,0.0745,0.0745,0.0250,,,,,,,,,,,,,,,,,,,,,,,,,No,0.1400,99,0.0953,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,,
36040190,Ohio,Ohio State Teachers Retirement System,Ohio Teachers Combined Plan,Teachers,OH STRS Hybrid,Hybrid,0.0745,0.0745,0.0250,0.02000,99,,,5,0,60/5,60,60,5,0.01000,99,,,,,,,,,0,0,0.0000,0.0350,No,0.1200,99,0.0000,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,230000,99
37010100,Oklahoma,Oklahoma Law Enforcement Retirement System,Oklahoma Law Enforcement Retirement System,Public Safety,OK LERS Law Enforcement,FAS,0.0750,0.0750,0.0275,0.08000,99,,,10,0.2628,Any/20; 62/10,45,60,2.5,0.02500,99,,,,,,,,,0,0,0.0000,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
37020100,Oklahoma,Oklahoma Police Pension & Retirement System,Oklahoma Police Pension and Retirement System,Public Safety,OK PPRS Police,FAS,0.0750,0.0750,0.0275,0.08000,99,,,10,0.13,Any/20,45,60,2.5,0.02500,99,,,,,,,,,0,0,0.0000,0.0000,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
37030130,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Pathfinder Defined Contribution Plan,General,OK PERS DC Regular,DC,0.0700,0.0700,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0700,99,0.0700,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,,
37030230,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Pathfinder Defined Contribution Plan,General,OK PERS DC Elected,DC,0.0700,0.0700,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0700,99,0.0700,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,,
37030330,Oklahoma,Oklahoma Public Employees Retirement System,Oklahoma Pathfinder Defined Contribution Plan,General,OK PERS DC Hazardous,DC,0.0700,0.0700,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0700,99,0.0700,99,,,,,,,5,1,0.2,2,0.4,3,0.6,4,0.8,5,1,6,,,,,,,,,,,,,
37040100,Oklahoma,Oklahoma Teachers Retirement System,Oklahoma Teachers' Retirement System,Teachers,OK TRS,FAS,0.0750,0.0750,0.0250,0.07000,99,,,5,0.0334,65/5; 60 and AGE + YOS = 90,60,65,5,0.02000,99,,,,,,,,,0,0,0.0000,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
38010190,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System,General,OR OPSRP General,Hybrid,0.0720,0.0720,0.0250,0.00000,99,,,5,0.1145,65/5; 58/30,58,65,3,0.01500,99,,,,,,,,,0,0,0.0125,0.0720,Yes,0.0525,99,0.0000,99,,,,,,,0.5,0,,,,,,,,,,,,,,,,,,,,,,195000,99
38010290,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System,Teachers,OR OPSRP School District ,Hybrid,0.0720,0.0720,0.0250,0.00000,99,,,5,0.1145,65/5; 58/30,58,65,3,0.01500,99,,,,,,,,,0,0,0.0125,0.0720,Yes,0.0525,99,0.0000,99,,,,,,,0.5,0,,,,,,,,,,,,,,,,,,,,,,195000,99
38010390,Oregon,Oregon Public Employees’ Retirement System,Oregon Public Employees' Retirement System,Public Safety,OR OPSRP Police & Fire,Hybrid,0.0720,0.0720,0.0250,0.00000,99,,,5,0.1145,60/5; 53/25,53,60,3,0.01800,99,,,,,,,,,0,0,0.0125,0.0720,Yes,0.0525,99,0.0000,99,,,,,,,0.5,0,,,,,,,,,,,,,,,,,,,,,,195000,99
39010130,Pennsylvania,Pennsylvania Public School Employees’ Retirement System,Pennsylvania Public School Employees’ Retirement System - Defined Contribution Plan ,Teachers,PA PSERS DC,DC,0.0725,0.0725,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0750,99,0.0200,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,
39010191,Pennsylvania,Pennsylvania Public School Employees’ Retirement System,Pennsylvania Public School Employees’ Retirement System,Teachers,PA PSERS Class T-G,Hybrid,0.0725,0.0725,0.0275,0.05500,99,,,10,0.0759,67/3; Rule of 97 with 35 YOS,62,67,5,0.01250,99,,,,,,,,,0,0,0.0000,0.0400,Yes,0.0275,99,0.0225,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,280000,1
39010192,Pennsylvania,Pennsylvania Public School Employees’ Retirement System,Pennsylvania Public School Employees’ Retirement System,Teachers,PA PSERS Class T-H,Hybrid,0.0725,0.0725,0.0275,0.04500,99,,,10,0.0759,67/3,67,67,5,0.01000,99,,,,,,,,,0,0,0.0000,0.0400,Yes,0.0300,99,0.0200,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,280000,1
39020130,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Defined Contribution Plan,Public Safety,PA SERS DC General,DC,0.0713,0.0713,0.0260,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0750,99,0.0350,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,
39020191,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,General,PA SERS Class A-5 General,Hybrid,0.0713,0.0713,0.0260,0.05000,99,,,10,0.0488,67/3; Rule of 97 with 35 YOS,62,67,5,0.01250,99,,,,,,,,,0,0,0.0000,0.0400,Yes,0.0325,99,0.0225,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,230000,1
39020192,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,Public Safety,PA SERS Class A-6 General,Hybrid,0.0713,0.0713,0.0260,0.04000,99,,,10,0.0488,67/3; Rule of 97 with 35 YOS,62,67,5,0.01000,99,,,,,,,,,0,0,0.0000,0.0400,Yes,0.0350,99,0.0200,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,230000,1
39020230,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Defined Contribution Plan,Public Safety,PA SERS DC State Police,DC,0.0713,0.0713,0.0260,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0750,99,0.0350,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,
39020291,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,Public Safety,PA SERS Class A-5 State Police,Hybrid,0.0713,0.0713,0.0260,0.05000,99,,,10,0.0488,67/3; Rule of 97 with 35 YOS,62,67,5,0.01250,99,,,,,,,,,0,0,0.0000,0.0400,Yes,0.0325,99,0.0225,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,230000,1
39020292,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,Public Safety,PA SERS Class A-6 State Police,Hybrid,0.0713,0.0713,0.0260,0.04000,99,,,10,0.0488,67/3; Rule of 97 with 35 YOS,62,67,5,0.01000,99,,,,,,,,,0,0,0.0000,0.0400,Yes,0.0350,99,0.0200,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,230000,1
39020330,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System - Defined Contribution Plan,Public Safety,PA SERS DC Elected,DC,0.0713,0.0713,0.0260,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0750,99,0.0350,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,
39020391,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,General,PA SERS Class A-5 Elected,Hybrid,0.0713,0.0713,0.0260,0.05000,99,,,10,0.0488,67/3; Rule of 97 with 35 YOS,62,67,5,0.01250,99,,,,,,,,,0,0,0.0000,0.0400,Yes,0.0325,99,0.0225,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,230000,1
39020392,Pennsylvania,Pennsylvania State Employees’ Retirement System,Pennsylvania State Employees’ Retirement System,Public Safety,PA SERS Class A-6 Elected,Hybrid,0.0713,0.0713,0.0260,0.04000,99,,,10,0.0488,67/3; Rule of 97 with 35 YOS,62,67,5,0.01000,99,,,,,,,,,0,0,0.0000,0.0400,Yes,0.0350,99,0.0200,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,230000,1
40010190,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - State Employees,General,RI ERSRI State General,Hybrid,0.0700,0.0700,0.0250,0.03750,99,,,5,0.0486,Social Security FRA,67,67,5,0.01000,99,,,,,,,,,0,0,0.0263,0.0000,Yes,0.0500,99,0.0100,11,0.0125,16,0.0150,21,0.0000,99,3,0,,,,,,,,,,,,,,,,,,,,,,230000,0.8
40010290,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - State Employees,General,RI ERSRI State Correctional,Hybrid,0.0700,0.0700,0.0250,0.03750,99,,,5,0.0486,Social Security FRA,67,67,5,0.01000,99,,,,,,,,,0,0,0.0263,0.0000,Yes,0.0500,99,0.0100,11,0.0125,16,0.0150,21,0.0000,99,3,0,,,,,,,,,,,,,,,,,,,,,,230000,0.75
40010390,Rhode Island,Rhode Island Employees Retirement System,Employees’ Retirement System of Rhode Island - Teachers,Teachers,RI ERSRI Teachers,Hybrid,0.0700,0.0700,0.0250,0.03750,99,,,5,0.0444,Social Security FRA,67,67,5,0.01000,99,,,,,,,,,0,0,0.0263,0.0000,Yes,0.0500,99,0.0100,11,0.0125,16,0.0150,21,0.0000,99,3,0,,,,,,,,,,,,,,,,,,,,,,230000,0.8
40020190,Rhode Island,Rhode Island Municipal Employees' Retirement System,Municipal Employees’ Retirement System of Rhode Island,General,RI MERS General,Hybrid,0.0700,0.0700,0.0250,0.02000,99,,,5,0.0745,Social Security FRA/5,67,67,5,0.01000,99,,,,,,,,,0,0,0.0263,0.0000,Yes,0.0500,99,0.0100,11,0.0125,16,0.0150,21,0.0000,99,3,0,,,,,,,,,,,,,,,,,,,,,,230000,0.75
40020290,Rhode Island,Rhode Island Municipal Employees' Retirement System,Municipal Employees’ Retirement System of Rhode Island,Public Safety,RI MERS Police & Fire,Hybrid,0.0700,0.0700,0.0250,0.08000,99,,,5,0.0745,55/25; Social Security FRA/5,55,67,5,0.02000,99,,,,,,,,,0,0,0.0263,0.0000,No,0.0300,99,0.0300,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,230000,0.75
41010103,South Carolina,South Carolina Police Officers’ Retirement System,South Carolina Police Officers' Retirement System,Public Safety,SC PORS,FAS,0.0725,0.0725,0.0225,0.09750,99,,,8,0.0498,55/8; Any/27,52,55,5,0.02140,99,,,,,,,,,0,0,0.0100,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
41020103,South Carolina,South Carolina Retirement System,South Carolina Retirement System,General,SC RS Pension General Class 3,FAS,0.0725,0.0725,0.0225,0.09000,99,,,8,0.0172,65/8; 8 YOS and Age + YOS = 90,58,65,5,0.01820,99,,,,,,,,,0,0,0.0100,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
41020130,South Carolina,South Carolina Retirement System,South Carolina Optional Retirement Plan,General,SC RS DC General,DC,0.0725,0.0725,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0900,99,0.0500,99,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
41020203,South Carolina,South Carolina Retirement System,South Carolina Retirement System,Teachers,SC RS Pension Teachers Class 3,FAS,0.0725,0.0725,0.0225,0.09000,99,,,8,0.0172,65/8; 8 YOS and Age + YOS = 90,58,65,5,0.01820,99,,,,,,,,,0,0,0.0100,0.0400,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000,99
41020230,South Carolina,South Carolina Retirement System,South Carolina Optional Retirement Plan,Teachers,SC RS DC Teachers,DC,0.0725,0.0725,0.0225,,,,,,,,,,,,,,,,,,,,,,,,,Yes,0.0900,99,0.0500,99,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
42010190,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Generational Plan,Teachers,SD RS Generational Plan Teachers,Hybrid,0.0650,0.0650,0.0225,0.06000,99,,,3,0.06231,65/3; Age 55 and Age + YOS = 85,55,65,1,0.01550,99,,,,,,,,,0,0,0.0263,0.0650,Yes,0.0000,99,0.0150,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,230000,99
42010290,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Generational Plan,General,SD RS Generational Plan General,Hybrid,0.0650,0.0650,0.0225,0.06000,99,,,3,0.06231,65/3; Age 55 and Age + YOS = 85,55,65,1,0.01550,99,,,,,,,,,0,0,0.0263,0.0650,Yes,0.0000,99,0.0150,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,230000,99
42010390,South Dakota,South Dakota Retirement System,South Dakota Retirement System - Generational Plan,Public Safety,SD RS Generational Plan Public Safety,Hybrid,0.0650,0.0650,0.0225,0.06000,99,,,3,0.06231,65/3; Age 45 and Age + YOS = 75,50,65,1,0.02000,99,,,,,,,,,0,0,0.0263,0.0650,Yes,0.0000,99,0.0150,99,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,230000,99
43010190,Tennessee,Tennessee Consolidated Retirement System,Tennessee State and Higher Education Employee Retirement Plan - General Employees,General,TN PERP General,Hybrid,0.0725,0.0725,0.0250,0.05000,99,,,5,0.066892783,65/5; Sum of Age and credited service = 90,58,65,5,0.01000,99,,,,,,,,,0,1,0.0225,0.0500,Yes,0.0200,99,0.0500,99,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,230000,0.94
43010290,Tennessee,Tennessee Consolidated Retirement System,Tennessee State and Higher Education Employee Retirement Plan - Public Safety Officer Bridge Payments,Public Safety,TN PERP Public Safety,Hybrid,0.0725,0.0725,0.0250,0.05000,99,,,5,0.066892783,60/5; 55/25; Any/30,55,60,5,0.01000,99,,,,,,,,,0,1,0.0225,0.0500,Yes,0.0200,99,0.0500,99,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,230000,0.94
43010390,Tennessee,Tennessee Consolidated Retirement System,Tennessee State and Higher Education Employee Retirement Plan - State Judges,General,TN PERP Judges,Hybrid,0.0725,0.0725,0.0250,0.05000,99,,,8,0.066892783,60/8; 55/24,55,60,5,0.01600,99,,,,,,,,,0,1,0.0225,0.0500,Yes,0.0200,99,0.0500,99,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,230000,0.94
